Name,Team,Nationalaty,Position,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y
Jordan Ayew,6,26,3,30,17,14,12.6,1.0,2.0,1.0,0.0,23.0,391.0,4371.0,193.0,128.0,43.0,34.0,16.0,28.0,7.0,250.0,24.0,2.0,3.0,596.0,8.0,86.0,318.0,247.0,42.0,591.0,20.0,44.0,458.0,2772.0,1593.0,78.0,35.0,539.0,22.0,38.0,21.0,83.0,16.0,32.0,35.0,24.0,24.6,1.0,3.0,4.0,0.0,25.0,654.0,7192.0,372.0,185.0,41.0,23.0,25.0,52.0,14.0,678.0,29.0,2.0,12.0,1027.0,19.0,153.0,548.0,420.0,63.0,1012.0,45.0,86.0,757.0,4327.0,2270.0,82.0,79.0,1207.0,54.0,78.0,33.0,132.0,31.0,110.0
Jordan Henderson,10,20,7,31,23,19,18.4,3.0,4.0,2.0,0.0,24.0,1405.0,23161.0,541.0,580.0,239.0,32.0,39.0,24.0,9.0,270.0,17.0,2.0,12.0,1541.0,29.0,183.0,980.0,471.0,29.0,1500.0,8.0,16.0,1058.0,4456.0,1963.0,79.0,9.0,1306.0,25.0,7.0,17.0,196.0,9.0,15.0,28.0,25.0,23.5,1.0,1.0,2.0,0.0,18.0,2112.0,38248.0,653.0,959.0,459.0,22.0,78.0,20.0,9.0,235.0,36.0,6.0,54.0,2283.0,93.0,616.0,1502.0,322.0,22.0,2229.0,7.0,14.0,1555.0,9074.0,4777.0,161.0,5.0,1845.0,16.0,17.0,10.0,284.0,19.0,10.0
Jordan Pickford,7,20,6,27,16,16,16.0,0.0,0.0,1.0,0.0,0.0,493.0,9915.0,32.0,81.0,378.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,541.0,476.0,533.0,8.0,0.0,0.0,366.0,0.0,0.0,229.0,1463.0,795.0,0.0,0.0,203.0,0.0,3.0,0.0,70.0,0.0,0.0,33.0,33.0,32.5,0.0,0.0,1.0,0.0,0.0,1152.0,26383.0,174.0,249.0,721.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,3.0,1257.0,1088.0,1243.0,17.0,0.0,0.0,950.0,0.0,0.0,589.0,3509.0,1786.0,0.0,0.0,613.0,1.0,4.0,0.0,160.0,0.0,0.0
Jorginho,5,33,7,30,22,18,18.7,7.0,1.0,3.0,0.0,8.0,1321.0,20528.0,581.0,570.0,136.0,3.0,35.0,48.0,20.0,329.0,27.0,5.0,12.0,1494.0,38.0,304.0,920.0,359.0,14.0,1465.0,8.0,10.0,1013.0,4062.0,2048.0,81.0,19.0,1175.0,25.0,31.0,29.0,168.0,13.0,25.0,43.0,38.0,36.6,8.0,2.0,7.0,0.0,7.0,2475.0,39822.0,1066.0,1034.0,326.0,2.0,69.0,84.0,32.0,685.0,68.0,11.0,39.0,2818.0,107.0,757.0,1786.0,429.0,21.0,2772.0,24.0,34.0,1884.0,7472.0,3884.0,139.0,30.0,2176.0,61.0,55.0,59.0,341.0,22.0,38.0
Josh Brownhill,4,20,7,26,17,15,15.4,0.0,0.0,4.0,0.0,12.0,470.0,6289.0,210.0,158.0,81.0,13.0,41.0,22.0,3.0,210.0,19.0,6.0,18.0,584.0,31.0,118.0,326.0,168.0,17.0,567.0,5.0,8.0,308.0,1309.0,557.0,30.0,6.0,379.0,23.0,11.0,16.0,133.0,20.0,19.0,36.0,35.0,34.1,1.0,1.0,3.0,0.0,39.0,1187.0,14887.0,559.0,402.0,152.0,25.0,116.0,51.0,10.0,490.0,59.0,12.0,56.0,1502.0,72.0,281.0,814.0,465.0,65.0,1472.0,14.0,19.0,742.0,3067.0,1315.0,64.0,14.0,954.0,52.0,40.0,29.0,398.0,71.0,43.0
Josh Sargent,14,55,5,21,16,10,10.1,2.0,1.0,0.0,0.0,16.0,197.0,2189.0,109.0,64.0,10.0,11.0,10.0,14.0,7.0,168.0,16.0,0.0,11.0,333.0,13.0,52.0,135.0,165.0,41.0,325.0,9.0,15.0,206.0,1103.0,510.0,20.0,22.0,383.0,6.0,23.0,6.0,44.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua King,17,43,3,29,15,14,12.6,5.0,2.0,3.0,0.0,27.0,242.0,2558.0,127.0,83.0,15.0,10.0,13.0,12.0,1.0,228.0,11.0,1.0,14.0,395.0,16.0,45.0,168.0,201.0,64.0,376.0,15.0,26.0,230.0,1255.0,631.0,35.0,17.0,550.0,20.0,9.0,8.0,48.0,47.0,65.0,11.0,0.0,1.6,0.0,0.0,0.0,0.0,3.0,48.0,561.0,23.0,18.0,4.0,1.0,3.0,4.0,1.0,44.0,3.0,0.0,1.0,81.0,0.0,11.0,39.0,41.0,6.0,81.0,5.0,8.0,62.0,363.0,240.0,14.0,11.0,98.0,4.0,2.0,1.0,12.0,4.0,6.0
José Sá,19,46,6,28,18,18,18.0,0.0,1.0,1.0,0.0,0.0,507.0,10013.0,60.0,130.0,315.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,553.0,514.0,548.0,5.0,0.0,0.0,386.0,0.0,0.0,249.0,1571.0,885.0,0.0,0.0,169.0,1.0,4.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Cancelo,11,46,0,27,24,23,23.7,3.0,7.0,7.0,0.0,47.0,2003.0,31038.0,847.0,801.0,303.0,64.0,61.0,47.0,27.0,211.0,34.0,3.0,37.0,2258.0,53.0,395.0,1229.0,789.0,63.0,2062.0,30.0,56.0,1637.0,7432.0,4043.0,218.0,18.0,1695.0,29.0,14.0,28.0,223.0,30.0,33.0,43.0,39.0,36.9,3.0,5.0,9.0,1.0,47.0,2711.0,41022.0,1226.0,1062.0,344.0,100.0,60.0,96.0,48.0,415.0,49.0,4.0,47.0,3097.0,85.0,574.0,1665.0,1044.0,97.0,2810.0,70.0,118.0,2117.0,9321.0,5154.0,268.0,38.0,2288.0,56.0,27.0,63.0,326.0,52.0,34.0
João Moutinho,19,46,7,35,20,18,17.8,0.0,0.0,2.0,0.0,10.0,950.0,17119.0,302.0,413.0,208.0,20.0,42.0,32.0,11.0,313.0,25.0,3.0,18.0,1077.0,37.0,256.0,620.0,257.0,3.0,989.0,8.0,10.0,714.0,3093.0,1550.0,68.0,11.0,748.0,29.0,11.0,24.0,165.0,7.0,16.0,36.0,31.0,30.8,1.0,1.0,5.0,1.0,16.0,1817.0,30715.0,586.0,787.0,382.0,52.0,69.0,70.0,29.0,543.0,40.0,3.0,31.0,2051.0,57.0,438.0,1184.0,539.0,10.0,1851.0,10.0,23.0,1248.0,5857.0,3114.0,156.0,7.0,1463.0,56.0,32.0,51.0,279.0,20.0,24.0
João Pedro,17,7,7,20,11,3,5.0,1.0,1.0,1.0,0.0,11.0,152.0,1612.0,78.0,42.0,23.0,7.0,11.0,4.0,1.0,88.0,5.0,1.0,5.0,229.0,5.0,24.0,113.0,106.0,19.0,223.0,8.0,16.0,137.0,757.0,355.0,14.0,17.0,220.0,6.0,10.0,4.0,41.0,15.0,23.0,40.0,32.0,31.9,9.0,3.0,6.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.0,21.0,0.0,0.0,0.0
Joël Matip,10,12,0,30,20,20,19.5,0.0,0.0,1.0,0.0,19.0,1334.0,26572.0,337.0,724.0,261.0,1.0,63.0,30.0,12.0,124.0,22.0,9.0,76.0,1520.0,156.0,651.0,911.0,90.0,32.0,1492.0,9.0,11.0,965.0,5943.0,3860.0,132.0,4.0,1115.0,11.0,11.0,22.0,216.0,84.0,31.0,12.0,11.0,9.6,1.0,2.0,2.0,0.0,6.0,650.0,12718.0,158.0,333.0,152.0,0.0,25.0,19.0,8.0,76.0,8.0,0.0,35.0,720.0,67.0,342.0,402.0,25.0,7.0,709.0,0.0,0.0,428.0,2434.0,1528.0,46.0,2.0,535.0,11.0,7.0,14.0,98.0,29.0,13.0
Joël Veltman,3,42,0,29,14,13,12.5,0.0,1.0,4.0,0.0,3.0,648.0,9603.0,208.0,317.0,89.0,19.0,32.0,44.0,14.0,146.0,22.0,3.0,26.0,784.0,69.0,294.0,351.0,190.0,10.0,689.0,6.0,14.0,445.0,2117.0,873.0,29.0,8.0,475.0,19.0,13.0,20.0,112.0,16.0,13.0,34.0,29.0,29.5,1.0,1.0,4.0,0.0,14.0,1491.0,22778.0,471.0,712.0,277.0,62.0,95.0,77.0,33.0,312.0,35.0,4.0,84.0,1765.0,103.0,573.0,834.0,464.0,37.0,1535.0,21.0,33.0,1011.0,5107.0,2651.0,103.0,17.0,1093.0,48.0,50.0,43.0,274.0,48.0,35.0
Juan Mata,12,21,5,33,3,2,1.7,0.0,0.0,0.0,0.0,4.0,50.0,792.0,24.0,15.0,9.0,3.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,61.0,1.0,18.0,34.0,11.0,1.0,56.0,1.0,1.0,38.0,190.0,80.0,4.0,2.0,50.0,1.0,4.0,1.0,9.0,0.0,0.0,18.0,10.0,9.6,3.0,3.0,0.0,0.0,14.0,349.0,4494.0,193.0,101.0,38.0,20.0,4.0,2.0,0.0,77.0,4.0,0.0,4.0,399.0,7.0,49.0,199.0,176.0,24.0,383.0,3.0,5.0,276.0,1468.0,682.0,46.0,17.0,404.0,3.0,9.0,4.0,32.0,1.0,4.0
Junior Firpo,8,21,0,25,14,11,11.4,0.0,0.0,5.0,0.0,7.0,486.0,6797.0,215.0,210.0,47.0,15.0,20.0,28.0,12.0,146.0,13.0,3.0,20.0,589.0,24.0,178.0,286.0,167.0,22.0,507.0,6.0,11.0,348.0,1676.0,1008.0,48.0,4.0,369.0,28.0,7.0,17.0,73.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juraj Kucka,17,51,7,34,13,11,11.1,1.0,0.0,4.0,1.0,24.0,326.0,4272.0,133.0,119.0,60.0,4.0,31.0,35.0,13.0,211.0,17.0,6.0,26.0,489.0,39.0,144.0,266.0,101.0,9.0,478.0,9.0,16.0,226.0,1052.0,540.0,34.0,13.0,305.0,30.0,26.0,23.0,116.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jóhann Berg Guðmundsson,4,32,7,31,16,12,11.5,0.0,1.0,2.0,0.0,16.0,305.0,3171.0,149.0,80.0,58.0,40.0,25.0,18.0,8.0,147.0,17.0,2.0,15.0,426.0,18.0,75.0,179.0,203.0,26.0,422.0,13.0,21.0,289.0,1492.0,738.0,33.0,14.0,324.0,16.0,14.0,9.0,86.0,17.0,14.0,26.0,20.0,18.0,2.0,0.0,2.0,0.0,26.0,472.0,6119.0,220.0,143.0,91.0,33.0,30.0,19.0,10.0,166.0,19.0,2.0,14.0,601.0,22.0,99.0,268.0,271.0,31.0,594.0,6.0,21.0,428.0,2458.0,1238.0,73.0,16.0,538.0,15.0,19.0,19.0,108.0,19.0,31.0
Jürgen Locadia,3,42,3,28,3,1,1.4,0.0,0.0,0.0,0.0,1.0,3.0,43.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,2.0,6.0,1.0,1.0,5.0,10.0,4.0,0.0,1.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kai Havertz,5,15,7,22,21,15,15.4,4.0,2.0,0.0,0.0,42.0,439.0,4887.0,246.0,120.0,29.0,16.0,7.0,15.0,2.0,215.0,23.0,0.0,22.0,636.0,24.0,61.0,274.0,336.0,87.0,624.0,15.0,28.0,433.0,2181.0,1099.0,68.0,30.0,738.0,23.0,23.0,9.0,58.0,29.0,37.0,45.0,29.0,28.0,9.0,7.0,3.0,0.0,55.0,1150.0,14355.0,645.0,340.0,81.0,26.0,33.0,37.0,11.0,390.0,43.0,3.0,27.0,1501.0,33.0,171.0,783.0,662.0,124.0,1475.0,40.0,76.0,1084.0,5786.0,2925.0,142.0,51.0,1533.0,53.0,44.0,23.0,161.0,51.0,56.0
Kalvin Phillips,8,20,7,26,15,15,14.4,1.0,1.0,2.0,0.0,16.0,627.0,11743.0,167.0,280.0,165.0,12.0,22.0,38.0,8.0,309.0,27.0,7.0,19.0,769.0,50.0,257.0,431.0,131.0,7.0,745.0,4.0,8.0,484.0,2287.0,914.0,18.0,15.0,495.0,32.0,15.0,33.0,137.0,15.0,15.0,30.0,29.0,28.0,1.0,2.0,11.0,0.0,15.0,1461.0,28517.0,376.0,599.0,448.0,28.0,63.0,74.0,24.0,639.0,61.0,15.0,59.0,1770.0,120.0,623.0,943.0,307.0,9.0,1654.0,17.0,27.0,1039.0,5237.0,2279.0,60.0,30.0,1120.0,64.0,36.0,45.0,325.0,31.0,35.0
Karl Darlow,13,20,6,31,8,8,8.0,0.0,0.0,1.0,0.0,0.0,253.0,6707.0,15.0,42.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,269.0,223.0,265.0,4.0,0.0,0.0,170.0,0.0,0.0,95.0,546.0,294.0,0.0,0.0,94.0,1.0,2.0,0.0,31.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,3.0,0.0,0.0,726.0,15539.0,25.0,115.0,586.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,818.0,731.0,809.0,8.0,1.0,1.0,497.0,0.0,0.0,251.0,1469.0,867.0,0.0,0.0,229.0,0.0,4.0,0.0,103.0,0.0,0.0
Kasper Schmeichel,9,16,6,35,24,24,24.0,0.0,0.0,1.0,0.0,0.0,781.0,17583.0,64.0,266.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,828.0,742.0,820.0,9.0,0.0,0.0,570.0,0.0,0.0,365.0,1551.0,724.0,0.0,0.0,371.0,0.0,1.0,0.0,95.0,0.0,1.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,1438.0,32166.0,139.0,484.0,812.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1510.0,1304.0,1499.0,12.0,1.0,0.0,1106.0,1.0,2.0,737.0,3394.0,1643.0,0.0,0.0,762.0,0.0,4.0,0.0,183.0,0.0,0.0
Kelechi Iheanacho,9,40,5,25,20,8,9.7,3.0,5.0,1.0,0.0,20.0,270.0,3083.0,135.0,78.0,28.0,7.0,5.0,11.0,3.0,149.0,7.0,1.0,5.0,402.0,5.0,29.0,191.0,205.0,41.0,393.0,13.0,31.0,305.0,1248.0,647.0,34.0,17.0,499.0,22.0,9.0,6.0,37.0,10.0,31.0,39.0,25.0,25.1,19.0,6.0,4.0,0.0,76.0,615.0,7045.0,342.0,172.0,54.0,16.0,16.0,16.0,3.0,312.0,23.0,3.0,7.0,892.0,10.0,47.0,387.0,515.0,100.0,859.0,38.0,59.0,658.0,2730.0,1364.0,70.0,44.0,1230.0,44.0,21.0,12.0,87.0,15.0,58.0
Ken Sema,17,50,9,28,9,4,5.2,0.0,0.0,1.0,0.0,3.0,76.0,720.0,24.0,26.0,13.0,10.0,8.0,5.0,0.0,73.0,4.0,0.0,8.0,117.0,8.0,32.0,52.0,40.0,6.0,114.0,2.0,7.0,72.0,353.0,230.0,12.0,11.0,116.0,12.0,4.0,4.0,20.0,5.0,10.0,43.0,38.0,37.2,5.0,5.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,35.0,31.0,0.0,0.0,0.0
Kenny McLean,14,49,7,29,17,16,16.3,1.0,1.0,1.0,0.0,22.0,564.0,8014.0,228.0,213.0,101.0,14.0,30.0,26.0,11.0,231.0,15.0,2.0,26.0,728.0,34.0,192.0,408.0,174.0,20.0,712.0,10.0,20.0,430.0,2142.0,1010.0,46.0,14.0,601.0,7.0,24.0,17.0,105.0,46.0,35.0,39.0,31.0,31.2,3.0,6.0,7.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,54.0,35.0,0.0,0.0,0.0
Kepa Arrizabalaga,5,21,6,27,6,5,5.4,0.0,0.0,1.0,0.0,0.0,59.0,1400.0,8.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,52.0,64.0,0.0,0.0,0.0,50.0,0.0,0.0,34.0,124.0,55.0,0.0,0.0,35.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,13.0,13.5,0.0,0.0,1.0,0.0,0.0,268.0,5665.0,54.0,108.0,106.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,282.0,264.0,280.0,4.0,0.0,0.0,224.0,0.0,0.0,165.0,625.0,329.0,0.0,0.0,164.0,0.0,1.0,0.0,36.0,0.0,0.0
Kevin De Bruyne,11,5,7,30,19,13,13.0,5.0,1.0,2.0,0.0,47.0,702.0,10303.0,282.0,262.0,131.0,41.0,10.0,12.0,4.0,169.0,12.0,4.0,5.0,840.0,13.0,90.0,369.0,431.0,52.0,784.0,16.0,24.0,574.0,2532.0,1631.0,81.0,17.0,742.0,7.0,20.0,5.0,84.0,3.0,9.0,40.0,36.0,33.7,10.0,18.0,3.0,0.0,106.0,1867.0,27727.0,727.0,683.0,363.0,115.0,35.0,47.0,11.0,561.0,40.0,4.0,10.0,2231.0,19.0,171.0,1041.0,1206.0,140.0,2045.0,48.0,85.0,1557.0,8297.0,5265.0,276.0,49.0,1933.0,45.0,59.0,42.0,199.0,11.0,21.0
Ki-Jana Hoever,19,42,0,19,8,4,4.5,0.0,1.0,1.0,0.0,2.0,105.0,1454.0,39.0,49.0,12.0,15.0,1.0,12.0,5.0,56.0,3.0,0.0,6.0,131.0,8.0,44.0,55.0,37.0,3.0,107.0,1.0,2.0,68.0,402.0,265.0,8.0,2.0,81.0,6.0,4.0,13.0,13.0,2.0,2.0,15.0,7.0,8.5,0.0,0.0,1.0,0.0,2.0,351.0,4487.0,149.0,147.0,37.0,28.0,11.0,18.0,8.0,133.0,7.0,1.0,19.0,421.0,33.0,138.0,180.0,134.0,11.0,372.0,9.0,18.0,255.0,1319.0,940.0,46.0,8.0,272.0,7.0,9.0,16.0,63.0,8.0,11.0
Kieran Dowell,14,20,5,24,9,4,3.9,0.0,1.0,0.0,0.0,3.0,98.0,1041.0,49.0,21.0,23.0,14.0,7.0,9.0,4.0,84.0,3.0,1.0,2.0,123.0,4.0,16.0,46.0,64.0,7.0,111.0,3.0,3.0,77.0,297.0,133.0,9.0,5.0,109.0,9.0,3.0,6.0,15.0,6.0,8.0,26.0,14.0,12.2,6.0,1.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,10.0,0.0,0.0,0.0
Kieran Tierney,0,49,0,24,12,12,11.3,0.0,2.0,0.0,0.0,10.0,535.0,7676.0,189.0,230.0,93.0,35.0,28.0,12.0,6.0,79.0,17.0,4.0,25.0,639.0,33.0,169.0,262.0,250.0,29.0,552.0,4.0,14.0,384.0,1941.0,1193.0,56.0,4.0,427.0,2.0,12.0,4.0,87.0,11.0,11.0,38.0,32.0,32.5,2.0,4.0,5.0,0.0,22.0,1808.0,25264.0,664.0,755.0,323.0,142.0,65.0,32.0,12.0,245.0,57.0,13.0,91.0,2105.0,132.0,630.0,840.0,775.0,62.0,1839.0,29.0,53.0,1353.0,6808.0,4091.0,181.0,20.0,1506.0,19.0,27.0,18.0,251.0,24.0,49.0
Kiernan Dewsbury Hall,9,20,7,23,15,7,7.5,1.0,0.0,1.0,0.0,14.0,316.0,3979.0,141.0,120.0,40.0,14.0,15.0,15.0,5.0,126.0,6.0,2.0,4.0,388.0,5.0,51.0,226.0,144.0,15.0,377.0,5.0,9.0,259.0,1453.0,751.0,34.0,14.0,311.0,10.0,7.0,13.0,58.0,8.0,6.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
Kiko Femenía,17,21,0,30,11,10,9.3,0.0,2.0,1.0,0.0,1.0,414.0,4866.0,163.0,175.0,58.0,15.0,24.0,22.0,11.0,88.0,22.0,5.0,25.0,516.0,52.0,180.0,210.0,152.0,6.0,407.0,2.0,3.0,229.0,1278.0,611.0,26.0,3.0,244.0,9.0,7.0,15.0,79.0,10.0,8.0,37.0,36.0,33.6,0.0,4.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,34.0,0.0,0.0,0.0
Kortney Hause,1,20,0,26,6,5,4.9,1.0,0.0,0.0,0.0,2.0,111.0,1758.0,27.0,42.0,38.0,0.0,7.0,4.0,2.0,37.0,8.0,4.0,13.0,143.0,23.0,91.0,54.0,8.0,4.0,139.0,2.0,4.0,81.0,495.0,242.0,1.0,2.0,77.0,10.0,2.0,6.0,35.0,14.0,8.0,10.0,10.0,9.6,1.0,0.0,2.0,0.0,6.0,216.0,3950.0,47.0,103.0,62.0,4.0,21.0,5.0,0.0,39.0,6.0,4.0,65.0,307.0,63.0,183.0,125.0,14.0,11.0,297.0,0.0,1.0,135.0,812.0,377.0,7.0,0.0,149.0,9.0,4.0,7.0,71.0,47.0,14.0
Kostas Tsimikas,10,28,0,25,13,10,9.7,0.0,2.0,2.0,0.0,6.0,431.0,5932.0,145.0,176.0,95.0,64.0,14.0,18.0,8.0,105.0,9.0,1.0,20.0,510.0,25.0,137.0,210.0,196.0,12.0,418.0,7.0,13.0,307.0,1520.0,897.0,57.0,10.0,319.0,22.0,9.0,13.0,57.0,8.0,9.0,7.0,3.0,2.5,0.0,0.0,1.0,0.0,3.0,103.0,1384.0,37.0,40.0,23.0,18.0,5.0,2.0,1.0,34.0,4.0,1.0,7.0,126.0,7.0,41.0,64.0,33.0,2.0,112.0,3.0,3.0,80.0,631.0,420.0,27.0,3.0,84.0,10.0,2.0,1.0,18.0,4.0,2.0
Kristoffer Ajer,2,43,0,23,9,7,7.8,0.0,0.0,1.0,0.0,2.0,209.0,2410.0,66.0,91.0,35.0,4.0,15.0,11.0,7.0,57.0,9.0,4.0,35.0,289.0,32.0,128.0,134.0,44.0,9.0,246.0,4.0,6.0,126.0,774.0,452.0,15.0,2.0,127.0,6.0,10.0,5.0,55.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Zouma,18,23,0,27,13,13,12.5,1.0,0.0,1.0,0.0,5.0,433.0,7851.0,114.0,237.0,81.0,2.0,33.0,6.0,2.0,52.0,12.0,10.0,65.0,548.0,106.0,303.0,253.0,22.0,9.0,534.0,0.0,0.0,305.0,1725.0,885.0,17.0,0.0,326.0,10.0,4.0,3.0,92.0,27.0,10.0,36.0,32.0,32.8,5.0,0.0,3.0,0.0,29.0,2087.0,41324.0,538.0,1124.0,403.0,0.0,73.0,28.0,8.0,136.0,30.0,17.0,158.0,2368.0,350.0,1232.0,1231.0,78.0,33.0,2337.0,6.0,8.0,1605.0,8413.0,4767.0,111.0,7.0,1848.0,30.0,15.0,21.0,259.0,116.0,41.0
