Date,Name,Potantial Return,Reason,Status,Team
01/01/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,West Ham United
02/01/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,West Ham United
03/01/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,West Ham United
04/01/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,West Ham United
26/12/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,"West Ham United
TRACK
4"
27/12/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,"West Ham United
TRACK
4"
28/12/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,"West Ham United
TRACK
4"
29/12/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,"West Ham United
TRACK
5"
30/12/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,"West Ham United
TRACK
5"
31/12/2022,Aaron Cresswell,No Return Date,Lower Back Injury,Ruled Out,"West Ham United
TRACK
5"
26/12/2022,Aaron Wan-Bissaka,27/12/2021,Knee Injury,100%,"Manchester United
TRACK
7"
26/12/2022,Adam Armstrong,26/12/2021,Calf/Shin/Heel Injury,75%,"Southampton
TRACK
3"
04/01/2022,Adam Masina,No Return Date,Other,Ruled Out,Watford
27/12/2022,Adam Masina,28/12/2021,Thigh Injury,100%,"Watford
TRACK
8"
26/12/2022,Adam Webster,26/12/2021,Calf/Shin/Heel Injury,75%,"Brighton and Hove Albion
TRACK
8"
01/01/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Liverpool
02/01/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Liverpool
26/12/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Liverpool
TRACK
8"
27/12/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Liverpool
TRACK
8"
28/12/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Liverpool
TRACK
4"
29/12/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Liverpool
TRACK
6"
30/12/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Liverpool
TRACK
7"
31/12/2022,Adrian San Miguel del Castillo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Liverpool
TRACK
7"
26/12/2022,Ainsley Maitland-Niles,26/12/2021,Illness,75%,"Arsenal
TRACK
7"
26/12/2022,Albert-Mboyo Sambi Lokonga,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
7"
04/01/2022,Alex Iwobi,No Return Date,Other,Ruled Out,Everton
01/01/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,Southampton
02/01/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,Southampton
03/01/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,Southampton
04/01/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,Southampton
26/12/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,"Southampton
TRACK
3"
27/12/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,"Southampton
TRACK
4"
28/12/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,"Southampton
TRACK
4"
29/12/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,"Southampton
TRACK
9"
30/12/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,"Southampton
TRACK
9"
31/12/2022,Alex McCarthy,08/01/2022,Thigh Injury,Ruled Out,"Southampton
TRACK
9"
02/01/2022,Alisson Becker,No Return Date,Illness,Ruled Out,Liverpool
03/01/2022,Alisson Becker,No Return Date,Illness,Ruled Out,Liverpool
04/01/2022,Alisson Becker,No Return Date,Illness,Ruled Out,Liverpool
01/01/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
02/01/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
03/01/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
04/01/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
28/12/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
12"
29/12/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
13"
30/12/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
12"
31/12/2022,Allan Saint-Maximin,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
12"
01/01/2022,Andreas Christensen,No Return Date,Lower Back Injury,Ruled Out,Chelsea
02/01/2022,Andreas Christensen,No Return Date,Lower Back Injury,Ruled Out,Chelsea
03/01/2022,Andreas Christensen,No Return Date,Lower Back Injury,Ruled Out,Chelsea
04/01/2022,Andreas Christensen,No Return Date,Lower Back Injury,Ruled Out,Chelsea
30/12/2022,Andreas Christensen,No Return Date,Lower Back Injury,25%,"Chelsea
TRACK
6"
31/12/2022,Andreas Christensen,02/01/2022,Lower Back Injury,25%,"Chelsea
TRACK
6"
01/01/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,Norwich City
02/01/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,Norwich City
03/01/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,Norwich City
04/01/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,Norwich City
26/12/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,"Norwich City
TRACK
7"
27/12/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,"Norwich City
TRACK
7"
28/12/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,"Norwich City
TRACK
7"
29/12/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,"Norwich City
TRACK
11"
30/12/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,"Norwich City
TRACK
11"
31/12/2022,Andrew Omobamidele,09/01/2022,Lower Back Injury,Ruled Out,"Norwich City
TRACK
11"
01/01/2022,Andrew Robertson,06/01/2022,Suspended,Ruled Out,Liverpool
02/01/2022,Andrew Robertson,06/01/2022,Suspended,Ruled Out,Liverpool
03/01/2022,Andrew Robertson,06/01/2022,Suspended,100%,Liverpool
04/01/2022,Andrew Robertson,06/01/2022,Suspended,100%,Liverpool
26/12/2022,Andrew Robertson,02/01/2022,Suspended,Ruled Out,"Liverpool
TRACK
8"
27/12/2022,Andrew Robertson,02/01/2022,Suspended,Ruled Out,"Liverpool
TRACK
8"
28/12/2022,Andrew Robertson,02/01/2022,Suspended,Ruled Out,"Liverpool
TRACK
4"
29/12/2022,Andrew Robertson,02/01/2022,Suspended,Ruled Out,"Liverpool
TRACK
6"
30/12/2022,Andrew Robertson,06/01/2022,Suspended,Ruled Out,"Liverpool
TRACK
7"
31/12/2022,Andrew Robertson,06/01/2022,Suspended,Ruled Out,"Liverpool
TRACK
7"
01/01/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,Everton
02/01/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,Everton
03/01/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,Everton
04/01/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,Everton
26/12/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,"Everton
TRACK
9"
27/12/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,"Everton
TRACK
9"
28/12/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,"Everton
TRACK
9"
29/12/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,"Everton
TRACK
9"
30/12/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,"Everton
TRACK
9"
31/12/2022,Andros Townsend,No Return Date,Ankle/Foot Injury,Ruled Out,"Everton
TRACK
9"
01/01/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,West Ham United
02/01/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,West Ham United
03/01/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,West Ham United
04/01/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,West Ham United
26/12/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,"West Ham United
TRACK
4"
27/12/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,"West Ham United
TRACK
4"
28/12/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,"West Ham United
TRACK
4"
29/12/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,"West Ham United
TRACK
5"
30/12/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,"West Ham United
TRACK
5"
31/12/2022,Angelo Ogbonna,No Return Date,Knee Injury,Ruled Out,"West Ham United
TRACK
5"
01/01/2022,Anthony Martial,10/01/2022,Knee Injury,50%,Manchester United
02/01/2022,Anthony Martial,10/01/2022,Knee Injury,50%,Manchester United
03/01/2022,Anthony Martial,10/01/2022,Knee Injury,50%,Manchester United
04/01/2022,Anthony Martial,10/01/2022,Knee Injury,50%,Manchester United
26/12/2022,Anthony Martial,27/12/2021,Knee Injury,75%,"Manchester United
TRACK
7"
27/12/2022,Anthony Martial,27/12/2021,Knee Injury,75%,"Manchester United
TRACK
4"
28/12/2022,Anthony Martial,30/12/2021,Knee Injury,50%,"Manchester United
TRACK
4"
29/12/2022,Anthony Martial,30/12/2021,Knee Injury,75%,"Manchester United
TRACK
4"
30/12/2022,Anthony Martial,30/12/2021,Knee Injury,75%,"Manchester United
TRACK
4"
31/12/2022,Anthony Martial,10/01/2022,Knee Injury,50%,"Manchester United
TRACK
4"
26/12/2022,Anwar El Ghazi,26/12/2021,Illness,75%,"Aston Villa
TRACK
7"
01/01/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,Burnley
02/01/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,Burnley
03/01/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,Burnley
04/01/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,Burnley
26/12/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,"Burnley
TRACK
4"
27/12/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,"Burnley
TRACK
4"
28/12/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,"Burnley
TRACK
4"
29/12/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,"Burnley
TRACK
4"
30/12/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,"Burnley
TRACK
4"
31/12/2022,Ashley Barnes,No Return Date,Thigh Injury,Ruled Out,"Burnley
TRACK
7"
01/01/2022,Ashley Young,02/01/2022,Ankle/Foot Injury,25%,Aston Villa
02/01/2022,Ashley Young,02/01/2022,Ankle/Foot Injury,25%,Aston Villa
03/01/2022,Ashley Young,10/01/2022,Ankle/Foot Injury,50%,Aston Villa
04/01/2022,Ashley Young,10/01/2022,Ankle/Foot Injury,50%,Aston Villa
27/12/2022,Ashley Young,02/01/2022,Other,50%,"Aston Villa
TRACK
4"
28/12/2022,Ashley Young,02/01/2022,Other,50%,"Aston Villa
TRACK
4"
29/12/2022,Ashley Young,02/01/2022,Other,50%,"Aston Villa
TRACK
4"
30/12/2022,Ashley Young,02/01/2022,Other,50%,"Aston Villa
TRACK
4"
31/12/2022,Ashley Young,02/01/2022,Ankle/Foot Injury,50%,"Aston Villa
TRACK
4"
01/01/2022,Ben Chilwell,No Return Date,Knee Injury,Ruled Out,Chelsea
02/01/2022,Ben Chilwell,No Return Date,Knee Injury,Ruled Out,Chelsea
03/01/2022,Ben Chilwell,No Return Date,Knee Injury,Ruled Out,Chelsea
04/01/2022,Ben Chilwell,No Return Date,Knee Injury,Ruled Out,Chelsea
26/12/2022,Ben Chilwell,No Return Date,Illness,Ruled Out,"Chelsea
TRACK
7"
27/12/2022,Ben Chilwell,No Return Date,Illness,Ruled Out,"Chelsea
TRACK
6"
28/12/2022,Ben Chilwell,No Return Date,Illness,Ruled Out,"Chelsea
TRACK
6"
29/12/2022,Ben Chilwell,No Return Date,Illness,Ruled Out,"Chelsea
TRACK
6"
30/12/2022,Ben Chilwell,No Return Date,Illness,Ruled Out,"Chelsea
TRACK
6"
31/12/2022,Ben Chilwell,No Return Date,Knee Injury,Ruled Out,"Chelsea
TRACK
6"
01/01/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,50%,Watford
02/01/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,50%,Watford
03/01/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,50%,Watford
04/01/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,50%,Watford
26/12/2022,Ben Foster,15/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Watford
TRACK
6"
27/12/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Watford
TRACK
8"
28/12/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Watford
TRACK
8"
29/12/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Watford
TRACK
9"
30/12/2022,Ben Foster,08/01/2022,Groin/Hip/Pelvic Injury,Ruled Out,"Watford
TRACK
9"
31/12/2022,Ben Foster,01/01/2022,Groin/Hip/Pelvic Injury,25%,"Watford
TRACK
9"
01/01/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,Manchester City
02/01/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,Manchester City
03/01/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,Manchester City
04/01/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,Manchester City
26/12/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,"Manchester City
TRACK
4"
27/12/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,"Manchester City
TRACK
6"
28/12/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,"Manchester City
TRACK
6"
29/12/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,"Manchester City
TRACK
6"
30/12/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,"Manchester City
TRACK
5"
31/12/2022,Benjamin Mendy,No Return Date,Suspended,Ruled Out,"Manchester City
TRACK
5"
04/01/2022,Bertrand Isidore Traore,No Return Date,Other,Ruled Out,Aston Villa
26/12/2022,Bertrand Isidore Traore,15/01/2022,Thigh Injury,Ruled Out,"Aston Villa
TRACK
7"
01/01/2022,Bruno Fernandes,03/01/2022,Suspended,Ruled Out,Manchester United
02/01/2022,Bruno Fernandes,03/01/2022,Suspended,Ruled Out,Manchester United
28/12/2022,Bruno Fernandes,03/01/2022,Suspended,Ruled Out,"Manchester United
TRACK
4"
29/12/2022,Bruno Fernandes,03/01/2022,Suspended,Ruled Out,"Manchester United
TRACK
4"
30/12/2022,Bruno Fernandes,03/01/2022,Suspended,Ruled Out,"Manchester United
TRACK
4"
31/12/2022,Bruno Fernandes,03/01/2022,Suspended,Ruled Out,"Manchester United
TRACK
4"
26/12/2022,Bryan Gil,26/12/2021,Illness,50%,"Tottenham Hotspur
TRACK
4"
01/01/2022,Bryan Mbeumo,02/01/2022,Calf/Shin/Heel Injury,75%,Brentford
02/01/2022,Bryan Mbeumo,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Brentford
03/01/2022,Bryan Mbeumo,08/01/2022,Calf/Shin/Heel Injury,50%,Brentford
04/01/2022,Bryan Mbeumo,08/01/2022,Calf/Shin/Heel Injury,50%,Brentford
27/12/2022,Bryan Mbeumo,No Return Date,Calf/Shin/Heel Injury,50%,"Brentford
TRACK
11"
28/12/2022,Bryan Mbeumo,29/12/2021,Calf/Shin/Heel Injury,25%,"Brentford
TRACK
11"
29/12/2022,Bryan Mbeumo,29/12/2021,Calf/Shin/Heel Injury,25%,"Brentford
TRACK
11"
30/12/2022,Bryan Mbeumo,02/01/2022,Calf/Shin/Heel Injury,75%,"Brentford
TRACK
11"
31/12/2022,Bryan Mbeumo,02/01/2022,Calf/Shin/Heel Injury,75%,"Brentford
TRACK
11"
01/01/2022,Caglar Soyuncu,23/01/2022,Thigh Injury,Ruled Out,Leicester City
02/01/2022,Caglar Soyuncu,23/01/2022,Thigh Injury,Ruled Out,Leicester City
03/01/2022,Caglar Soyuncu,23/01/2022,Thigh Injury,Ruled Out,Leicester City
04/01/2022,Caglar Soyuncu,23/01/2022,Thigh Injury,Ruled Out,Leicester City
26/12/2022,Caglar Soyuncu,26/12/2021,Thigh Injury,25%,"Leicester City
TRACK
9"
27/12/2022,Caglar Soyuncu,15/01/2022,Thigh Injury,Ruled Out,"Leicester City
TRACK
9"
28/12/2022,Caglar Soyuncu,15/01/2022,Thigh Injury,Ruled Out,"Leicester City
TRACK
9"
29/12/2022,Caglar Soyuncu,15/01/2022,Thigh Injury,Ruled Out,"Leicester City
TRACK
10"
30/12/2022,Caglar Soyuncu,23/01/2022,Thigh Injury,Ruled Out,"Leicester City
TRACK
10"
31/12/2022,Caglar Soyuncu,23/01/2022,Thigh Injury,Ruled Out,"Leicester City
TRACK
10"
26/12/2022,Callum Hudson-Odoi,26/12/2021,Illness,75%,"Chelsea
TRACK
7"
01/01/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
02/01/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
03/01/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
04/01/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,Newcastle United
28/12/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
12"
29/12/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
13"
30/12/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
12"
31/12/2022,Callum Wilson,No Return Date,Calf/Shin/Heel Injury,Ruled Out,"Newcastle United
TRACK
12"
01/01/2022,Calum Chambers,01/01/2022,Illness,25%,Arsenal
02/01/2022,Calum Chambers,01/01/2022,Illness,25%,Arsenal
03/01/2022,Calum Chambers,01/01/2022,Illness,25%,Arsenal
04/01/2022,Calum Chambers,01/01/2022,Illness,25%,Arsenal
26/12/2022,Calum Chambers,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
7"
27/12/2022,Calum Chambers,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
28/12/2022,Calum Chambers,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
29/12/2022,Calum Chambers,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
30/12/2022,Calum Chambers,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
31/12/2022,Calum Chambers,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
27/12/2022,Cedric Soares,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
28/12/2022,Cedric Soares,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
29/12/2022,Cedric Soares,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
30/12/2022,Cedric Soares,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
31/12/2022,Cedric Soares,No Return Date,Illness,Ruled Out,"Arsenal
TRACK
5"
01/01/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,Leeds United
02/01/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,Leeds United
03/01/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,Leeds United
04/01/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,Leeds United
26/12/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,"Leeds United
TRACK
9"
27/12/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,"Leeds United
TRACK
9"
28/12/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,"Leeds United
TRACK
9"
29/12/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,"Leeds United
TRACK
9"
30/12/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,"Leeds United
TRACK
9"
31/12/2022,Charlie Cresswell,No Return Date,Shoulder Injury,Ruled Out,"Leeds United
TRACK
10"
01/01/2022,Charlie Goode,No Return Date,Thigh Injury,25%,Brentford
02/01/2022,Charlie Goode,No Return Date,Thigh Injury,25%,Brentford
03/01/2022,Charlie Goode,No Return Date,Thigh Injury,25%,Brentford
04/01/2022,Charlie Goode,No Return Date,Thigh Injury,25%,Brentford
26/12/2022,Charlie Goode,No Return Date,Thigh Injury,25%,"Brentford
TRACK
7"
27/12/2022,Charlie Goode,No Return Date,Thigh Injury,25%,"Brentford
TRACK
11"
28/12/2022,Charlie Goode,No Return Date,Thigh Injury,25%,"Brentford
TRACK
11"
29/12/2022,Charlie Goode,No Return Date,Thigh Injury,25%,"Brentford
TRACK
11"
30/12/2022,Charlie Goode,No Return Date,Thigh Injury,25%,"Brentford
TRACK
11"
31/12/2022,Charlie Goode,No Return Date,Thigh Injury,25%,"Brentford
TRACK
11"
01/01/2022,Che Adams,08/01/2022,Illness,50%,Southampton
02/01/2022,Che Adams,08/01/2022,Illness,50%,Southampton
03/01/2022,Che Adams,08/01/2022,Illness,50%,Southampton
04/01/2022,Che Adams,08/01/2022,Illness,50%,Southampton
29/12/2022,Che Adams,No Return Date,Illness,Ruled Out,"Southampton
TRACK
9"
30/12/2022,Che Adams,No Return Date,Illness,Ruled Out,"Southampton
TRACK
9"
31/12/2022,Che Adams,No Return Date,Illness,Ruled Out,"Southampton
TRACK
9"
02/01/2022,Cheikhou Kouyate,No Return Date,Illness,Ruled Out,Crystal Palace
03/01/2022,Cheikhou Kouyate,No Return Date,Illness,Ruled Out,Crystal Palace
04/01/2022,Cheikhou Kouyate,No Return Date,Illness,Ruled Out,Crystal Palace
27/12/2022,Christian Benteke,No Return Date,Illness,Ruled Out,"Crystal Palace
TRACK
8"
01/01/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Watford
02/01/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Watford
03/01/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Watford
04/01/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,Watford
26/12/2022,Christian Kabasele,01/01/2022,Other,Ruled Out,"Watford
TRACK
6"
27/12/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Watford
TRACK
8"
28/12/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Watford
TRACK
8"
29/12/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Watford
TRACK
9"
30/12/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Watford
TRACK
9"
31/12/2022,Christian Kabasele,15/01/2022,Calf/Shin/Heel Injury,Ruled Out,"Watford
TRACK
9"
01/01/2022,Christian Norgaard,02/01/2022,Suspended,100%,Brentford
27/12/2022,Christian Norgaard,02/01/2022,Suspended,Ruled Out,"Brentford
TRACK
11"
28/12/2022,Christian Norgaard,02/01/2022,Suspended,Ruled Out,"Brentford
TRACK
11"
29/12/2022,Christian Norgaard,02/01/2022,Suspended,Ruled Out,"Brentford
TRACK
11"
30/12/2022,Christian Norgaard,02/01/2022,Suspended,100%,"Brentford
TRACK
11"
31/12/2022,Christian Norgaard,02/01/2022,Suspended,100%,"Brentford
TRACK
11"
01/01/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,Norwich City
02/01/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,Norwich City
03/01/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,Norwich City
04/01/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,Norwich City
26/12/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,"Norwich City
TRACK
7"
27/12/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,"Norwich City
TRACK
7"
28/12/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,"Norwich City
TRACK
7"
29/12/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,"Norwich City
TRACK
11"
30/12/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,"Norwich City
TRACK
11"
31/12/2022,Christoph Zimmermann,15/01/2022,Ankle/Foot Injury,Ruled Out,"Norwich City
TRACK
11"
01/01/2022,Ciaran Clark,No Return Date,Other,Ruled Out,Newcastle United
02/01/2022,Ciaran Clark,No Return Date,Other,Ruled Out,Newcastle United
03/01/2022,Ciaran Clark,No Return Date,Other,Ruled Out,Newcastle United
04/01/2022,Ciaran Clark,No Return Date,Other,Ruled Out,Newcastle United
28/12/2022,Ciaran Clark,No Return Date,Other,Ruled Out,"Newcastle United
TRACK
12"
29/12/2022,Ciaran Clark,No Return Date,Other,Ruled Out,"Newcastle United
TRACK
13"
30/12/2022,Ciaran Clark,No Return Date,Other,Ruled Out,"Newcastle United
TRACK
12"
31/12/2022,Ciaran Clark,No Return Date,Other,Ruled Out,"Newcastle United
TRACK
12"
01/01/2022,Connor Roberts,No Return Date,Illness,Ruled Out,Burnley
02/01/2022,Connor Roberts,No Return Date,Illness,Ruled Out,Burnley
03/01/2022,Connor Roberts,No Return Date,Illness,Ruled Out,Burnley
04/01/2022,Connor Roberts,No Return Date,Illness,Ruled Out,Burnley
26/12/2022,Connor Roberts,No Return Date,Illness,Ruled Out,"Burnley
TRACK
4"
27/12/2022,Connor Roberts,No Return Date,Illness,Ruled Out,"Burnley
TRACK
4"
28/12/2022,Connor Roberts,No Return Date,Illness,Ruled Out,"Burnley
TRACK
4"
29/12/2022,Connor Roberts,No Return Date,Illness,Ruled Out,"Burnley
TRACK
4"
30/12/2022,Connor Roberts,No Return Date,Illness,Ruled Out,"Burnley
TRACK
4"
31/12/2022,Connor Roberts,No Return Date,Illness,Ruled Out,"Burnley
TRACK
7"
01/01/2022,Conor Gallagher,08/01/2022,Illness,50%,Crystal Palace
02/01/2022,Conor Gallagher,08/01/2022,Illness,50%,Crystal Palace
03/01/2022,Conor Gallagher,08/01/2022,Illness,50%,Crystal Palace
04/01/2022,Conor Gallagher,08/01/2022,Illness,50%,Crystal Palace
28/12/2022,Conor Gallagher,No Return Date,Other,Ruled Out,"Crystal Palace
TRACK
6"
29/12/2022,Conor Gallagher,No Return Date,Other,Ruled Out,"Crystal Palace
TRACK
7"
30/12/2022,Conor Gallagher,No Return Date,Other,Ruled Out,"Crystal Palace
TRACK
7"
31/12/2022,Conor Gallagher,No Return Date,Other,Ruled Out,"Crystal Palace
TRACK
7"
01/01/2022,Cristian Romero,16/01/2022,Thigh Injury,Ruled Out,Tottenham Hotspur
