Name,Team,Number of Inj,inj22,Freq Inj,inj days 20-21,inj days 19-20,inj days 18-19,Sus days 22,sus days 20-21,sus days 19-20,sus days 18-19,Career Suspension days,Career INJ days,Suspended,Knock,Hamstring,Ankle/Foot Injury,Knee Injury,Thigh Muscle Strain,Groin/Pelvis Injury,Illness,Virus,Calf/Shin Injury,Groin Strain,Back Injury,Hip/Thigh Injury,Calf Muscle Strain,Thigh Muscle Rupture,Shoulder Injury,Head Injury,Foot Injury,ACL Knee Ligament Injury,Ankle Ligaments,MCL Knee Ligament Injury,Concussion,Sprained Ankle,Rib Injury,Toe Injury,Achilles tendonitis,Thumb / Wrist Injury
Kurt Zouma,West Ham United,14,0,Knee Injury,5,0,0,2,0,0,17,87,368,3,3,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Kwadwo Kyeremeh Baah,Watford,1,0,Ankle/Foot Injury,0,0,0,0,0,0,0,0,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker,Manchester City,13,2,Knock,15,18,6,0,0,0,0,12,355,3,4,0,3,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker Peters,Southampton,6,0,Hamstring,38,34,0,0,0,0,0,0,103,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leander Dendoncker,Wolverhampton …,3,0,Knock,26,0,29,0,0,0,0,19,55,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Trossard,Brighton & Hov…,4,9,Groin/Pelvis Injury,25,47,0,0,0,0,0,0,85,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Grant,Manchester United,2,0,Knock,0,137,0,0,0,0,0,0,186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leon Bailey,Aston Villa,7,58,Hamstring,32,54,40,0,6,57,0,75,217,5,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Dunk,Brighton & Hov…,3,0,Ankle/Foot Injury,0,0,26,0,28,13,4,116,79,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Cooper,Leeds United,8,0,Groin/Pelvis Injury,106,11,0,0,21,0,0,98,168,6,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris Karius,Liverpool,3,0,Broken Hand,14,13,0,0,0,0,0,0,69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Digne,Everton,13,2,Knee Injury,46,33,20,0,7,0,0,18,185,3,1,2,0,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Lucas Moura,Tottenham Hotspur,14,20,Knock,8,2,24,0,0,0,0,6,186,1,4,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Luka Milivojević,Crystal Palace,5,28,Knock,23,8,0,0,28,23,0,54,61,5,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas Rupp,Norwich City,3,0,Ankle/Foot Injury,0,0,0,0,0,0,0,0,508,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luke Ayling,Leeds United,1,77,Knee Injury,0,0,0,0,0,0,14,40,77,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Shaw,Manchester United,29,36,Ankle/Foot Injury,32,89,56,0,0,0,31,34,915,3,6,4,6,1,1,0,2,0,1,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0
Lyanco,Southampton,1,0,Virus,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mads Bech Sørensen,Brentford,1,93,Knee Injury,0,0,0,0,0,0,0,0,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mads Roerslev,Brentford,1,0,Virus,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahmoud Ahmed Ibrahim Hassan,Aston Villa,2,0,Head Injury,52,0,0,0,0,16,0,16,295,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malang Sarr,Chelsea,4,0,Back Injury,0,55,4,0,0,0,0,2,71,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Manuel Lanzini,West Ham United,16,1,Thigh Muscle Strain,55,55,19,0,0,0,0,7,632,2,2,1,1,3,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Marc Albrighton,Leicester City,11,29,Groin Strain,0,12,69,0,0,0,0,13,466,2,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Cucurella,Brighton & Hov…,0,0,,0,0,0,0,7,7,4,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcos Alonso,Chelsea,8,16,Ankle/Foot Injury,0,28,27,0,0,0,0,15,272,2,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Bettinelli,Chelsea,1,0,Knee Injury,0,0,119,0,0,0,0,8,119,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Forss,Brentford,0,0,,0,0,0,0,0,7,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Rashford,Manchester United,16,1,Ankle/Foot Injury,31,147,21,0,0,0,24,24,263,1,3,0,5,0,0,2,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
Mark Gillespie,Newcastle United,0,0,,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Noble,West Ham United,24,0,Ankle/Foot Injury,63,37,11,0,0,0,14,410,347,6,1,3,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
Martin Dúbravka,Newcastle United,5,0,Ankle/Foot Injury,133,0,0,0,0,0,0,0,242,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Kelly,Crystal Palace,14,0,Calf/Shin Injury,52,66,24,0,0,0,0,0,610,0,2,2,0,1,1,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Martin Ødegaard,Arsenal,10,0,Knee Injury,62,15,9,0,0,0,0,0,188,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Martinelli,Arsenal,6,1,Knock,9,15,0,0,0,0,0,0,194,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvelous Nakamba,Aston Villa,3,7,Groin/Pelvis Injury,0,0,0,0,0,0,7,36,132,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Greenwood,Manchester United,10,7,Knock,36,18,46,0,0,0,0,0,107,0,4,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Holgate,Everton,6,0,Ankle/Foot Injury,49,8,0,24,0,0,0,41,158,2,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Mount,Chelsea,3,7,Ankle/Foot Injury,0,4,0,0,0,0,0,0,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateo Kovačić,Chelsea,17,50,Knock,36,116,33,0,3,4,0,13,320,3,6,0,1,1,3,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mateusz Klich,Leeds United,4,17,Broken Toe,4,0,0,0,0,0,0,6,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Jensen,Brentford,3,16,Hamstring,0,0,76,0,0,0,0,0,138,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Jørgensen,Brentford,4,0,Ankle/Foot Injury,0,0,43,0,0,0,15,32,109,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Normann,Norwich City,2,5,Groin/Pelvis Injury,0,0,0,0,0,0,0,0,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Doherty,Tottenham Hotspur,8,7,Knock,42,21,21,0,0,0,0,20,91,1,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Ritchie,Newcastle United,11,0,Knock,65,135,18,4,0,0,5,16,255,3,3,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Matt Targett,Aston Villa,17,13,Knock,1,61,13,0,0,0,0,0,386,0,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Matthew Lowton,Burnley,9,0,Knock,24,128,27,0,0,0,4,12,373,2,3,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Matty Cash,Aston Villa,3,4,Hamstring,41,0,0,0,9,0,0,9,45,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matěj Vydra,Burnley,7,24,Back Injury,33,29,0,0,0,0,0,0,135,0,0,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Aarons,Norwich City,1,0,Ankle/Foot Injury,0,16,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxwel Cornet,Burnley,17,32,Thigh Muscle Strain,8,23,54,6,6,0,0,16,236,3,1,0,2,0,7,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Michael Keane,Everton,10,5,Head Injury,13,3,35,0,0,0,0,0,196,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Michael Olise,Crystal Palace,2,28,Back Injury,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail Antonio,West Ham United,21,0,Hamstring,104,112,5,3,0,0,0,13,528,2,1,5,1,0,3,1,1,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0
Miguel Almirón,Newcastle United,8,0,Hamstring,24,30,40,0,0,0,0,0,94,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milot Rashica,Norwich City,12,2,Ankle/Foot Injury,93,39,0,0,0,0,0,0,214,0,2,1,2,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Elneny,Arsenal,5,24,Thigh Muscle Strain,12,0,29,0,0,0,0,0,86,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mohamed Elyounoussi,Southampton,5,13,Hamstring,0,0,29,0,0,0,0,0,42,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Salah,Liverpool,9,0,Ankle/Foot Injury,11,27,12,0,0,0,0,0,87,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mohammed Salisu,Southampton,4,0,Hamstring,51,20,0,12,0,0,0,12,225,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Sanson,Aston Villa,12,42,Knee Injury,29,0,18,0,0,12,4,24,498,3,2,1,0,3,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Moussa Djenepo,Southampton,10,26,Knock,52,99,0,0,0,113,15,128,177,3,5,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa Sissoko,Watford,12,0,Hamstring,0,151,54,0,0,2,0,36,347,5,1,3,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N'Golo Kanté,Chelsea,22,60,Hamstring,34,206,29,0,0,0,0,31,379,3,3,7,1,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Naby Keïta,Liverpool,17,52,Groin/Pelvis Injury,120,72,74,0,0,0,0,0,318,0,3,2,1,0,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Nampalys Mendy,Leicester City,9,0,Ankle/Foot Injury,6,44,18,0,0,0,0,24,496,3,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nathan Aké,Manchester City,11,2,Hamstring,105,64,7,0,0,0,0,28,218,2,1,4,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Nathan Collins,Burnley,1,18,Knock,0,0,0,0,0,11,0,11,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Ferguson,Crystal Palace,2,135,Calf Muscle Strain,170,0,0,0,0,28,0,28,305,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Redmond,Southampton,11,0,Ankle/Foot Injury,80,128,4,0,0,0,0,3,272,1,3,0,3,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Tella,Southampton,3,0,Knock,30,32,0,0,0,0,0,0,63,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Clyne,Crystal Palace,15,0,Knock,75,0,30,0,0,0,0,0,840,0,4,2,1,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nathaniel Phillips,Liverpool,3,0,Back Injury,19,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Neal Maupay,Brighton & Hov…,5,5,Knee Injury,7,5,0,0,14,0,0,27,298,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Neco Williams,Liverpool,2,48,Ankle/Foot Injury,2,0,0,0,0,0,0,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Matić,Manchester United,12,12,Knock,0,52,52,0,0,2,7,28,196,6,6,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nick Pope,Burnley,6,0,Shoulder Injury,34,0,0,0,0,0,0,0,190,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Nicolas Nkoulou,Watford,6,9,Knee Injury,0,0,0,0,0,0,0,76,119,8,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Pépé,Arsenal,2,0,Ankle/Foot Injury,0,4,0,0,22,0,0,22,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Vlašić,West Ham United,1,9,Knock,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,Wolverhampton …,3,0,Calf Muscle Strain,6,33,0,0,0,0,0,0,72,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oghenekaro Etebo,Watford,9,0,Hamstring,33,12,0,0,0,0,17,17,307,1,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandr Zinchenko,Manchester City,10,29,Knock,43,58,26,0,0,7,0,7,193,1,5,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Skipp,Tottenham Hotspur,2,14,Groin/Pelvis Injury,0,0,0,14,0,0,0,14,14,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ollie Watkins,Aston Villa,1,14,Knee Injury,0,0,0,0,4,0,0,4,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oriol Romeu,Southampton,7,0,Calf/Shin Injury,121,0,0,7,7,0,0,40,396,6,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ozan Kabak,Norwich City,9,18,Knock,30,92,0,0,38,0,0,38,198,2,4,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ozan Tufan,Watford,2,1,Knock,11,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Fornals,West Ham United,4,0,Broken Finger,25,0,0,0,0,0,8,14,54,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Marí,Arsenal,5,1,Ankle/Foot Injury,25,0,0,0,0,0,12,34,221,5,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Groß,Brighton & Hov…,2,0,Ankle/Foot Injury,0,0,117,0,0,0,0,0,117,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Struijk,Leeds United,2,0,Knock,4,0,0,31,0,0,0,31,37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Bamford,Leeds United,7,77,Ankle/Foot Injury,18,0,0,0,0,0,0,0,133,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patson Daka,Leicester City,1,0,Thigh Muscle Strain,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Dummett,Newcastle United,19,0,Hamstring,111,177,96,0,0,0,0,0,905,0,0,11,0,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paul Pogba,Manchester United,20,0,Knock,72,276,27,27,0,0,0,48,572,4,6,2,4,0,3,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pedro Lomba Neto,Wolverhampton …,5,0,Knee Injury,51,25,0,0,0,0,0,0,221,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelenda Joshua Tunga Dasilva,Brentford,1,0,Groin/Pelvis Injury,0,0,0,0,12,0,0,12,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Bardsley,Burnley,23,9,Knock,53,25,77,0,0,0,0,43,440,3,5,3,4,2,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Jones,Manchester United,34,0,Knock,0,23,67,0,0,0,0,3,1440,1,10,1,7,4,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Philip Foden,Manchester City,7,14,Ankle/Foot Injury,0,10,0,0,0,0,0,0,140,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pierre Emerick Aubameyang,Arsenal,11,6,Knock,39,7,28,23,0,27,0,50,88,4,3,0,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Højbjerg,Tottenham Hotspur,5,12,Ankle/Foot Injury,0,12,16,0,0,0,8,8,45,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pierre Lees Melou,Norwich City,6,5,Ankle Ligaments,35,0,61,0,6,5,4,40,146,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pontus Jansson,Brentford,0,0,,0,0,0,0,0,0,7,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Przemysław Płacheta,Norwich City,1,63,Virus,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheem Sterling,Manchester City,12,1,Knock,10,22,12,0,0,0,0,14,233,1,3,0,1,1,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael Dias Belloli,Leeds United,8,19,Groin/Pelvis Injury,39,6,0,0,0,0,0,0,64,0,2,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raphaël Varane,Manchester United,20,67,Hamstring,32,6,11,0,0,0,7,15,461,2,2,6,0,4,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayan Aït Nouri,Wolverhampton …,12,8,Knock,56,81,19,0,0,0,0,0,193,0,3,0,0,0,0,2,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Raúl Jiménez,Wolverhampton …,3,0,Head Injury,182,0,6,4,0,0,0,4,193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Reece James,Chelsea,9,23,Ankle/Foot Injury,28,72,0,14,0,0,0,14,128,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ricardo Pereira,Leicester City,10,33,Calf/Shin Injury,20,0,0,0,0,0,0,12,495,2,0,2,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richarlison,Everton,14,38,Knock,16,29,45,7,21,0,27,55,150,4,4,0,1,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
Rico Henry,Brentford,2,2,Knock,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Riyad Mahrez,Manchester City,1,0,Knock,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Elliot,Watford,8,0,Thigh Muscle Strain,0,0,213,0,0,0,0,7,489,1,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rob Holding,Arsenal,6,22,Knee Injury,15,51,0,0,0,0,0,3,356,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Robert Sánchez,Brighton & Hov…,0,0,,0,0,0,14,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,Liverpool,12,68,Knock,27,0,11,0,0,0,0,0,184,0,2,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robin Koch,Leeds United,10,124,Back Injury,118,21,52,0,0,0,0,0,315,0,1,0,1,1,0,1,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Rodri,Manchester City,5,8,Knock,1,18,0,0,0,0,14,21,38,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo,Leeds United,15,10,Knock,98,43,19,0,0,3,3,147,431,7,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Romain Perraud,Southampton,1,0,Groin/Pelvis Injury,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romain Saïss,Wolverhampton …,6,0,Knock,35,26,0,0,0,8,0,38,81,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu Lukaku,Chelsea,20,53,Hamstring,0,0,59,0,0,0,0,2,235,1,1,4,2,1,0,0,0,2,0,1,1,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0
Ross Barkley,Chelsea,17,0,Hamstring,58,56,8,0,0,0,0,0,582,0,3,3,2,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Loftus Cheek,Chelsea,19,16,Knock,24,0,56,0,0,0,0,0,673,0,5,2,2,0,1,1,0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ryan Bertrand,Leicester City,23,47,Knee Injury,62,26,83,0,3,11,14,49,541,4,3,5,2,6,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Fraser,Newcastle United,21,11,Knock,123,28,28,0,6,0,0,6,241,1,7,6,2,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Fredericks,West Ham United,12,45,Groin/Pelvis Injury,98,146,87,0,0,12,0,26,376,2,2,0,1,0,2,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ryan Sessegnon,Tottenham Hotspur,6,60,Knock,42,86,11,0,0,0,0,0,212,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúben Dias,Manchester City,1,0,Knock,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúben Neves,Wolverhampton …,1,0,Virus,12,0,0,5,0,0,5,33,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,Liverpool,18,0,Knock,20,24,22,0,0,0,0,27,274,3,5,3,1,1,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Salomón Rondón,Everton,9,8,Hamstring,0,0,33,0,0,0,0,14,93,1,2,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sam Byram,Norwich City,9,49,Knock,0,0,0,0,0,0,0,40,776,4,3,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
